tender_id,department,estimated_cost,participating_bidders,bid_amounts,winning_bidder,winning_bid,tender_date,location
T00336,PWD,38012,"Best Services Inc,Global Infrastructure Corp,Global Projects Ltd,Tech Solutions PVT LTD,Royal Solutions Inc,Crown Engineering Ltd,Global Services Ltd","40240,47431,43212,58333,32713,44882,31013",Global Services Ltd,31013.950450448996,2024-12-06 13:17:22.872395,North
T00337,Health,44325,"Crown Solutions Corp,Global Constructions LTD,Elite Services Inc","29501,40275,31088",Crown Solutions Corp,29501.54643203389,2024-03-20 13:17:22.872395,Central
T00338,Health,177510,"Global Projects Ltd,Crown Engineering Inc,Best Projects PVT LTD","177655,186688,164646",Best Projects PVT LTD,164646.45353309563,2025-01-04 13:17:22.872395,Central
T00339,Education,6894259,"Global Infrastructure Inc,Prime Engineering PVT LTD,Global Engineering Inc,Crown Services Corp,Royal Services Inc,Best Services Ltd,Elite Infrastructure PVT LTD,Best Projects Corp","5623977,7684689,5600842,7083957,7125437,6000347,7364601,5635727",Global Engineering Inc,7985671.489581623,2025-09-08 13:17:22.872395,West
T00340,Housing,93596,"Global Engineering Corp,Tech Projects LTD,Global Constructions LTD,Global Services Ltd","60948,104121,115443,85253",Global Engineering Corp,60948.36967575951,2024-10-27 13:17:22.872395,North
T00341,Water Supply,183552,"Royal Infrastructure LTD,Prime Engineering Inc,Global Solutions Corp,Royal Services Inc,Tech Infrastructure LTD,Crown Engineering Inc,Best Projects Corp,Crown Engineering Ltd","224439,145968,139745,211457,183884,227118,119634,138706",Best Projects Corp,119634.92696235345,2024-04-03 13:17:22.872395,East
T00342,Transport,510865,"Global Engineering Inc,Tech Projects LTD,Global Constructions Inc,Best Projects Inc,Crown Solutions Corp","529042,527968,472588,702247,409730",Crown Solutions Corp,409730.9301522325,2026-01-29 13:17:22.872395,Northeast
T00343,PWD,856743,"Crown Engineering Inc,Crown Solutions Corp,United Projects Corp","696267,994162,876168",Crown Engineering Inc,696267.8835438027,2024-05-18 13:17:22.872395,East
T00344,Water Supply,6847006,"Global Infrastructure PVT LTD,Elite Infrastructure PVT LTD,Global Engineering Inc,Crown Constructions Ltd","6276724,6715304,6755461,6954053",Global Infrastructure PVT LTD,6276724.810052344,2024-08-08 13:17:22.872395,West
T00345,Energy,172472,"Best Services Inc,Elite Infrastructure PVT LTD,Global Infrastructure Inc,Global Engineering Inc,Crown Engineering Ltd,Best Projects Corp,Royal Infrastructure LTD,Tech Infrastructure LTD","162895,172604,173215,170715,169420,171720,170638,170537",Best Services Inc,162895.0197905053,2025-01-13 13:17:22.872395,East
T00346,Transport,75705,"Elite Infrastructure Corp,Global Engineering Inc","49820,100424",Elite Infrastructure Corp,49820.31151055048,2025-09-23 13:17:22.872395,West
T00347,Transport,3741190,"Global Engineering Corp,Global Services Ltd,Crown Engineering Inc,Crown Constructions Ltd,Global Constructions Inc,United Projects PVT LTD","2347316,3741523,2886284,4583437,3564976,4175272",Global Engineering Corp,2347316.568413175,2025-03-01 13:17:22.872395,North
T00348,Housing,13952444,"Tech Infrastructure LTD,Best Projects Inc,Global Projects Ltd,Global Solutions PVT LTD,Crown Solutions LTD,Crown Engineering Inc,Tech Solutions PVT LTD","14247225,13738806,13861589,13753114,14059639,13788503,13892090",Best Projects Inc,13738806.35722339,2025-04-05 13:17:22.872395,North
T00349,Education,410131,"Prime Engineering Inc,United Solutions PVT LTD,Elite Services Inc,Crown Solutions LTD","424888,406399,351946,615356",Elite Services Inc,351946.16765665764,2024-07-24 13:17:22.872395,East
T00350,Education,2105530,"Crown Projects Corp,Elite Services Inc,Global Infrastructure PVT LTD,Prime Solutions Ltd","2700580,2161865,2263371,2252941",Elite Services Inc,2161865.273161704,2025-05-23 13:17:22.872395,West
T00351,Water Supply,21886,"Global Engineering Corp,Tech Projects LTD,Elite Solutions PVT LTD,United Constructions Inc,Elite Infrastructure PVT LTD","21083,23396,20621,21495,26856",Elite Solutions PVT LTD,20621.309246274992,2024-11-11 13:17:22.872395,Northeast
T00352,Education,379073,"Global Projects PVT LTD,Tech Projects LTD,Crown Engineering Inc,Royal Infrastructure LTD,Best Projects Corp","329669,358736,457541,418619,382444",Global Projects PVT LTD,329669.1883294029,2024-07-20 13:17:22.872395,North
T00353,Transport,666417,"Global Services Ltd,Global Engineering Corp,Prime Engineering PVT LTD,Elite Solutions PVT LTD","649819,674515,664643,679670",Global Services Ltd,649819.075380372,2025-12-30 13:17:22.872395,South
T00354,Education,215938,"Global Services Ltd,Global Constructions Inc,Prime Engineering PVT LTD,United Projects Corp,Prime Engineering Inc","190170,170214,190589,208114,191338",Global Constructions Inc,170214.26020641005,2025-07-07 13:17:22.872395,South
T00355,Housing,18288,"Crown Engineering Inc,Best Services Inc,Global Constructions LTD,Global Infrastructure PVT LTD","20833,14566,17565,18264",Best Services Inc,20546.91904134494,2025-10-14 13:17:22.872395,South
T00356,Transport,1227579,"Global Infrastructure Corp,Crown Engineering Ltd,Best Projects PVT LTD,Tech Infrastructure LTD,Elite Infrastructure Corp,United Constructions Inc","1262405,1267402,1266641,1267933,1260749,1251229",United Constructions Inc,1251229.8776173699,2024-06-28 13:17:22.872395,South
T00357,Health,1362557,"Global Constructions Inc,Prime Engineering PVT LTD,Elite Services Inc,United Projects PVT LTD,Prime Engineering Inc,Global Infrastructure Inc,United Projects Corp,Prime Projects Inc","1179670,1514566,1404297,1330810,1463108,1423277,1518380,1817944",Global Constructions Inc,1179670.482282242,2026-02-27 13:17:22.872395,West
T00358,Education,1621001,"Crown Solutions Corp,Best Projects Corp,Crown Engineering Inc","1724887,1591320,1270765",Crown Engineering Inc,1270765.8868138075,2024-11-06 13:17:22.872395,Northeast
T00359,Energy,113620,"Global Services Inc,Global Constructions LTD,Global Infrastructure Corp,Crown Services Corp,Prime Engineering PVT LTD","136934,97635,99026,134691,110113",Global Constructions LTD,97635.62936691221,2024-05-18 13:17:22.872395,Central
T00360,Transport,63818,"Global Infrastructure PVT LTD,Prime Engineering PVT LTD,Global Infrastructure Corp,Global Engineering Corp,United Projects Corp,Global Engineering Inc,Elite Infrastructure PVT LTD,Best Projects Inc","66321,63518,64639,64225,64574,63235,64309,63215",Best Projects Inc,61062.19865116344,2025-05-06 13:17:22.872395,North
T00361,Water Supply,523834,"Prime Constructions LTD,Tech Projects LTD,Royal Solutions Inc","414078,437974,590293",Prime Constructions LTD,414078.6448180365,2026-01-06 13:17:22.872395,East
T00362,Water Supply,120552,"Global Constructions LTD,Global Projects PVT LTD,Best Projects Corp,Elite Infrastructure PVT LTD,Crown Constructions Ltd,Best Projects PVT LTD,Prime Solutions Ltd","142838,94214,134631,136620,104870,135434,126997",Global Projects PVT LTD,94214.72937606361,2025-10-01 13:17:22.872395,Northeast
T00363,Transport,222815,"Tech Infrastructure LTD,Global Services Inc,Prime Engineering PVT LTD,Global Projects Ltd,Global Solutions Corp,Royal Infrastructure LTD","238954,162939,227104,211378,255231,209753",Global Services Inc,162939.87642425153,2024-10-17 13:17:22.872395,Northeast
T00364,Energy,305038,"Best Projects PVT LTD,Global Services Inc,Prime Engineering PVT LTD,Crown Services Corp,United Solutions PVT LTD,Royal Services Inc,Elite Infrastructure Corp,Crown Projects Corp","353120,326179,324948,335053,224375,354885,344788,248912",United Solutions PVT LTD,224375.712420178,2025-03-22 13:17:22.872395,West
T00365,Education,346709,"Best Projects Ltd,Elite Services Ltd","337030,350643",Best Projects Ltd,337030.7449622795,2024-06-19 13:17:22.872395,West
T00366,Education,33001,"United Constructions Inc,Tech Services LTD,Global Solutions PVT LTD,Crown Projects Corp","37511,43099,37430,40887",Global Solutions PVT LTD,37430.57334968463,2024-07-27 13:17:22.872395,East
T00367,Energy,10349378,"Elite Services Ltd,Prime Engineering PVT LTD,Royal Infrastructure LTD,Global Services Ltd,Elite Services Inc","14349513,14700500,14741708,9379230,7894156",Tech Infrastructure LTD,7894156.084448793,2025-02-23 13:17:22.872395,North
T00368,PWD,218070,"Best Projects Ltd,Elite Infrastructure Corp,Global Projects PVT LTD,Prime Constructions LTD,Elite Infrastructure PVT LTD,Crown Solutions LTD,Best Projects Inc","209247,243937,162496,224314,272736,243393,250429",Elite Services Inc,162496.2778274139,2025-01-05 13:17:22.872395,Northwest
T00369,Health,5489910,"Global Projects PVT LTD,Tech Infrastructure LTD,Best Projects Corp","5440242,5528292,5528895",Global Projects PVT LTD,5440242.062364656,2025-08-14 13:17:22.872395,Central
T00370,Health,1155219,"United Projects Corp,Crown Engineering Ltd,Tech Solutions PVT LTD,Best Projects Corp,Global Constructions LTD","1155302,1164039,1164328,1162087,1144835",Global Constructions LTD,1144835.3469862258,2025-06-20 13:17:22.872395,Northwest
T00371,Water Supply,393095,"Royal Infrastructure LTD,Global Services Inc,Best Projects Corp","403782,394656,388053",Best Projects Corp,388053.258034586,2024-04-02 13:17:22.872395,Central
T00372,PWD,275352,"Tech Services LTD,Best Services Inc,Crown Solutions Corp","396247,305718,359323",Best Services Inc,305718.9084564318,2025-04-06 13:17:22.872395,Northeast
T00373,Transport,1780029,"Global Infrastructure Corp,Crown Engineering Ltd,Global Infrastructure PVT LTD,Global Services Ltd,Elite Solutions PVT LTD,United Constructions Inc,Best Projects Ltd,Prime Solutions Ltd","1967144,1463129,3283858,1427597,1672168,1278495,1982560,1834646",United Constructions Inc,1278495.506431992,2024-05-07 13:17:22.872395,North
T00374,Housing,1575806,"United Projects Corp,Global Services Ltd,Global Engineering Corp,Crown Engineering Inc,Tech Projects LTD,Global Constructions LTD","1340817,1529538,1898532,1660336,1683972,1848921",United Projects Corp,1340817.9083436995,2026-01-19 13:17:22.872395,West
T00375,PWD,951266,"United Constructions Inc,Tech Projects LTD,Crown Engineering Ltd,Best Projects PVT LTD","888533,795270,1160951,1007799",Tech Projects LTD,795270.6606006576,2025-10-26 13:17:22.872395,East
T00376,Housing,559348,"Global Services Inc,Global Engineering Inc,Best Projects PVT LTD,Global Infrastructure Inc,Global Services Ltd,Best Projects Ltd","559348,559348,559348,559348,559348",Global Services Ltd,489563.892551894,2026-02-24 13:17:22.872395,East
T00377,Education,185899,"Global Infrastructure PVT LTD,Prime Engineering PVT LTD,United Solutions PVT LTD","161455,132258,169463",Prime Engineering PVT LTD,132258.8334738308,2024-11-03 13:17:22.872395,North
T00378,Energy,199450,"Global Infrastructure Inc,Global Projects Ltd,Crown Engineering Inc,Best Projects Corp,Crown Engineering Ltd,Prime Engineering Inc","246150,184797,177600,262280,158832,184875",Crown Engineering Ltd,158832.48664517727,2025-08-09 13:17:22.872395,West
T00379,Transport,822794,"Crown Engineering Ltd,Tech Infrastructure LTD,Crown Solutions LTD,Prime Engineering Inc,Global Constructions Inc,Global Infrastructure Inc,Elite Services Ltd","560643,798460,1078268,870565,862633,665209,651691",Crown Engineering Ltd,560643.9004815902,2025-12-14 13:17:22.872395,Northeast
T00380,Housing,513715,"Best Services Ltd,Royal Services Inc,Crown Constructions Ltd,Prime Engineering Inc,Global Infrastructure Inc,Elite Solutions PVT LTD","433694,511187,352311,474806,405246,322878",Elite Services Inc,322878.90748423524,2025-01-20 13:17:22.872395,West
T00381,Transport,1127063,"Prime Engineering Inc,United Projects PVT LTD,Best Projects PVT LTD,Elite Services Ltd,Crown Solutions Corp,Royal Infrastructure LTD,Prime Engineering PVT LTD","1564939,1037476,1324179,1439629,1158330,889356,1019934",Royal Infrastructure LTD,889356.6877722793,2025-04-01 13:17:22.872395,Central
T00382,PWD,6429504,"Global Solutions Corp,Global Constructions Inc","6334105,5906229",Global Constructions Inc,5906229.587870545,2024-08-22 13:17:22.872395,Central
T00383,Education,2364556,"Global Constructions Inc,Crown Solutions LTD,United Constructions Inc,Global Projects Ltd,Prime Engineering Inc,Tech Infrastructure LTD","2128372,1596369,2143152,2533443,2491737,1839637",Crown Solutions LTD,1596369.1384314229,2024-04-06 13:17:22.872395,South
T00384,PWD,295247,"Best Services Inc,Global Infrastructure Corp","505095,194120",Global Infrastructure Corp,194120.1222751133,2025-08-09 13:17:22.872395,Central
T00385,Transport,1826753,"Royal Solutions Inc,Royal Infrastructure LTD,Global Infrastructure Corp,Tech Services LTD,Best Projects Corp,Elite Infrastructure PVT LTD,Best Projects Inc,Prime Projects Inc","1410910,1936167,1523194,1583330,1995585,1676088,1971148,1758342",Royal Solutions Inc,1410910.0949664586,2025-03-14 13:17:22.872395,Northwest
T00386,Energy,553271,"Global Engineering Inc,Royal Infrastructure LTD,Best Projects Ltd,Best Projects Inc","539389,559860,550336,544131",Global Engineering Inc,539389.2362325729,2024-04-06 13:17:22.872395,East
T00387,Housing,974805,"Prime Engineering PVT LTD,Royal Services Inc,Tech Projects LTD,United Projects Corp,Best Projects Corp,Crown Solutions LTD","876550,1073857,781940,1117120,1057813,916604",Tech Projects LTD,781940.7895791015,2024-10-04 13:17:22.872395,Northeast
T00388,Health,142128,"Tech Services LTD,Best Services Ltd,Global Projects Ltd","152664,143791,142851",Global Projects Ltd,142851.8802754627,2025-11-24 13:17:22.872395,Northwest
T00389,Transport,132235,"Global Infrastructure Corp,Crown Solutions LTD,Global Services Ltd,Global Constructions Inc,Best Projects PVT LTD,Global Projects Ltd","87110,117643,131416,110238,109648,115702",Global Infrastructure Corp,87110.30934596363,2025-02-26 13:17:22.872395,East
T00390,Housing,775026,"Elite Infrastructure PVT LTD,Global Infrastructure Inc,United Projects PVT LTD,Best Services Ltd,Best Services Inc,Prime Constructions LTD,Crown Solutions Corp","746526,686443,849318,447374,701310,697600,1023070",Best Services Ltd,447374.30189264775,2024-12-02 13:17:22.872395,Central
T00391,Housing,280640,"United Solutions PVT LTD,Crown Solutions Corp,Global Services Ltd","264051,278848,280758",United Solutions PVT LTD,264051.2782496747,2026-02-20 13:17:22.872395,South
T00392,Housing,888106,"Global Constructions LTD,Prime Engineering Inc,United Solutions PVT LTD,Global Projects Ltd,United Projects Corp,Best Services Inc,Tech Solutions PVT LTD","983133,1947571,585384,1253920,838489,940636,880058",United Solutions PVT LTD,585384.2781701997,2024-11-12 13:17:22.872395,Northwest
T00393,Energy,264609,"United Projects Corp,Global Engineering Inc","268450,271138",United Projects Corp,268450.3864293489,2025-05-02 13:17:22.872395,West
T00394,Transport,147336,"Prime Engineering PVT LTD,Global Infrastructure PVT LTD,United Constructions Inc,Prime Engineering Inc","132087,196083,130285,157231",United Constructions Inc,130285.16241543926,2025-04-20 13:17:22.872395,Northeast
T00395,Transport,256017,"Elite Services Ltd,Global Engineering Inc,United Constructions Inc,United Projects Corp,Tech Solutions PVT LTD,Royal Services Inc,Elite Services Inc,Global Infrastructure Corp","297024,261914,225257,247645,347934,263173,222449,201201",Global Infrastructure Corp,201201.15765452237,2025-02-02 13:17:22.872395,North
T00396,Health,1067115,"Tech Services LTD,Prime Engineering Inc,Best Services Inc,Global Services Ltd,Global Constructions Inc,Global Projects PVT LTD,Tech Infrastructure LTD,Global Projects Ltd","1109742,844092,1342232,1140226,1187249,880224,877008,1301100",Prime Engineering Inc,844092.3716876747,2025-04-15 13:17:22.872395,West
T00397,Transport,2373627,"Global Projects PVT LTD,Best Projects PVT LTD,Best Services Ltd,Royal Solutions Inc,Elite Infrastructure PVT LTD","1909335,1837755,2322630,2022935,2014525",Elite Services Inc,1837755.639353186,2024-07-15 13:17:22.872395,Northwest
T00398,Housing,76519,"Elite Infrastructure Corp,Best Projects Ltd,Crown Solutions LTD,Royal Infrastructure LTD,United Constructions Inc","69675,60739,61464,81224,75678",Best Projects Ltd,60739.85834620351,2025-12-05 13:17:22.872395,Northwest
T00399,Energy,1034761,"Global Infrastructure Inc,Prime Constructions LTD,Prime Projects Inc,Crown Solutions LTD,Best Services Inc,Global Engineering Inc,Global Infrastructure PVT LTD","1567211,960516,1220328,1218196,1230241,1069833,1158803",Prime Constructions LTD,856662.0695343273,2024-03-04 13:17:22.872395,South
T00400,PWD,1426713,"Prime Constructions LTD,Crown Solutions LTD,Best Services Ltd,Global Constructions LTD,United Projects Corp,Prime Projects Inc,Global Solutions Corp","1286004,1410302,1436045,1421645,1421143,1448660,1449287",Prime Constructions LTD,1286004.2756224566,2024-11-15 13:17:22.872395,East
T00401,Water Supply,333408,"Elite Infrastructure PVT LTD,Crown Constructions Ltd,Tech Services LTD,Crown Projects Corp,Elite Services Inc,Global Infrastructure Inc,Global Services Inc","375460,301542,302117,282067,228699,349055,469609",Elite Services Inc,184289.25560250058,2025-05-17 13:17:22.872395,North
T00402,Transport,455142,"Crown Constructions Ltd,Prime Engineering PVT LTD,Global Projects PVT LTD,Best Projects Ltd,Best Projects Corp","314342,357381,433955,466462,371993",Crown Constructions Ltd,314342.4918417068,2024-10-21 13:17:22.872395,Northeast
T00403,Health,329848,"Global Solutions Corp,Crown Engineering Inc","380567,483241",Global Solutions Corp,380567.82832015265,2026-02-12 13:17:22.872395,West
T00404,Water Supply,1684867,"Elite Infrastructure PVT LTD,Global Services Ltd","1849711,1864438",Elite Infrastructure PVT LTD,1849711.8602422462,2024-06-03 13:17:22.872395,Northwest
T00405,Education,652255,"Global Infrastructure Inc,Prime Constructions LTD,Best Projects PVT LTD,United Solutions PVT LTD,Elite Services Inc","543497,671972,569379,709885,988895",Global Infrastructure Inc,543497.3166208894,2025-03-15 13:17:22.872395,South
T00406,Transport,36529,"Prime Constructions LTD,Crown Solutions LTD,Royal Infrastructure LTD,Royal Services Inc,Tech Services LTD,United Projects Corp","41040,36050,39974,33514,35477,37487",Royal Services Inc,44606.74388188741,2025-08-29 13:17:22.872395,North
T00407,Energy,318033,"Royal Infrastructure LTD,Tech Services LTD,Global Engineering Inc,Elite Infrastructure PVT LTD,Global Infrastructure Inc,Best Projects Ltd,Global Services Inc","239575,362416,218994,390678,346564,346829,206292",Global Services Inc,206292.11068890104,2024-08-06 13:17:22.872395,Central
T00408,Education,305426,"Global Infrastructure Inc,Best Projects Inc,Best Services Inc,Prime Constructions LTD","246187,268909,301283,257606",Global Infrastructure Inc,246187.906871245,2025-04-01 13:17:22.872395,West
T00409,Health,3182218,"Global Engineering Corp,Elite Services Ltd,Global Constructions Inc,Elite Infrastructure Corp,Tech Solutions PVT LTD,Prime Projects Inc","3141325,3505971,3490034,2715936,2034627,3454683",Tech Solutions PVT LTD,2034627.2493755172,2024-05-29 13:17:22.872395,Central
T00410,Transport,377814,"Elite Solutions PVT LTD,Global Constructions LTD,Global Constructions Inc,Prime Constructions LTD,Best Services Ltd,Best Projects Inc","410589,380592,378291,370751,377445,376419",Prime Constructions LTD,370751.2820156493,2024-09-30 13:17:22.872395,Central
T00411,Energy,987198,"Prime Engineering Inc,United Projects Corp,Global Engineering Corp","811116,921829,1021434",Prime Engineering Inc,811116.6028109674,2025-07-23 13:17:22.872395,North
T00412,Transport,117979,"Global Services Ltd,Global Infrastructure Inc,Crown Engineering Inc,Global Projects Ltd","113203,104920,123389,136105",Global Infrastructure Inc,104920.23435111227,2024-05-15 13:17:22.872395,North
T00413,Education,23096,"Crown Engineering Ltd,Crown Projects Corp,Elite Services Inc,Elite Infrastructure Corp,Global Services Inc,Prime Engineering PVT LTD,Crown Constructions Ltd","25147,29344,17554,20040,21800,19745,32676",Elite Services Inc,17554.752358525424,2025-05-08 13:17:22.872395,Central
T00414,Health,138303,"Global Constructions LTD,Crown Services Corp","135983,135915",Crown Services Corp,135915.07105047526,2024-11-27 13:17:22.872395,North
T00415,Water Supply,82666,"United Projects PVT LTD,Best Projects Corp,Prime Engineering PVT LTD,Global Constructions LTD,Global Engineering Inc,United Projects Corp","77972,82901,60312,88722,78541,108732",Prime Engineering PVT LTD,60312.41990922277,2024-12-22 13:17:22.872395,Northeast
T00416,Transport,4267548,"Best Services Inc,Global Engineering Inc,Prime Projects Inc","6353529,4577842,5908048",Global Engineering Inc,4577842.99045486,2025-09-04 13:17:22.872395,Central
T00417,Transport,235257,"United Solutions PVT LTD,Global Infrastructure Corp,Global Services Ltd,Global Constructions LTD,Global Services Inc,United Projects Corp,Elite Services Inc,Prime Projects Inc","242512,302366,224584,296961,272360,225427,268168,214010",Prime Projects Inc,214010.5952339699,2024-05-23 13:17:22.872395,South
T00418,Energy,16982128,"Best Projects Inc,Best Services Ltd,Elite Services Ltd,Global Engineering Inc,Best Projects Corp,Best Projects Ltd,United Constructions Inc,Tech Projects LTD","9967153,16232739,16693841,22958499,14786743,22059952,13415331,22231171",Best Projects Inc,9967153.460499842,2026-02-17 13:17:22.872395,Northeast
T00419,PWD,245449,"Tech Solutions PVT LTD,Crown Engineering Ltd,Best Projects Ltd,Crown Constructions Ltd,Global Infrastructure Inc,Best Projects PVT LTD,Crown Solutions LTD","249080,229479,317209,305099,268215,194944,212742",Best Projects PVT LTD,194944.61828463868,2025-11-17 13:17:22.872395,East
T00420,Education,106883,"Elite Services Ltd,Prime Solutions Ltd,Crown Solutions LTD,Global Infrastructure PVT LTD,Global Infrastructure Inc,Best Services Inc","100100,99886,144164,97177,90345,102185",Global Infrastructure Inc,90345.44413311008,2025-07-25 13:17:22.872395,Central
T00421,Housing,91432,"Best Projects Corp,Best Services Inc,Global Solutions PVT LTD,Elite Services Inc","95391,93805,93987,95190",Best Services Inc,93805.5479931745,2024-07-02 13:17:22.872395,North
T00422,Water Supply,838103,"Elite Services Inc,Prime Engineering Inc,United Constructions Inc,Crown Services Corp,Global Infrastructure PVT LTD,Best Services Ltd,Crown Solutions Corp","572074,1090947,850374,771890,823278,831828,592825",Elite Services Inc,1126404.960815027,2024-11-28 13:17:22.872395,Central
T00423,Health,4707985,"Prime Solutions Ltd,Elite Infrastructure PVT LTD,Global Projects Ltd","5694893,3838292,5175595",Elite Infrastructure PVT LTD,3838292.137529119,2025-10-05 13:17:22.872395,East
T00424,Water Supply,334670,"Crown Services Corp,Crown Constructions Ltd,Royal Solutions Inc","328102,296658,364890",Crown Constructions Ltd,296658.26117435476,2026-01-23 13:17:22.872395,North
T00425,Health,1011990,"Global Infrastructure PVT LTD,Crown Engineering Inc,United Solutions PVT LTD,Crown Engineering Ltd,Royal Solutions Inc","989837,845852,1197595,939955,565820",Royal Solutions Inc,565820.1799811651,2024-03-16 13:17:22.872395,North
T00426,Housing,284967,"Prime Constructions LTD,United Projects PVT LTD,Global Solutions Corp,Global Services Ltd,Best Projects Inc,Crown Solutions Corp,Best Projects PVT LTD","222491,291271,371705,303387,252414,312171,259967",Prime Constructions LTD,222491.31262150969,2025-09-21 13:17:22.872395,Northeast
T00427,Housing,176391,"Global Infrastructure PVT LTD,Best Projects Ltd,Crown Services Corp,Best Projects PVT LTD,Best Services Ltd,Crown Engineering Ltd","163157,182055,173015,162310,145992,199208",Best Services Ltd,145992.3042530573,2024-12-06 13:17:22.872395,North
T00428,Housing,69332,"Global Constructions LTD,Elite Services Inc","80972,56739",Elite Services Inc,56739.07667255711,2024-10-18 13:17:22.872395,Central
T00429,Housing,161734,"Prime Projects Inc,Global Services Ltd,Global Engineering Inc,Tech Infrastructure LTD,United Constructions Inc,Crown Constructions Ltd,Global Infrastructure PVT LTD,Elite Solutions PVT LTD","196569,179303,196691,179537,129699,151380,138367,211044",United Constructions Inc,198611.3345024102,2025-06-23 13:17:22.872395,East
T00430,Transport,83048,"Tech Projects LTD,Best Projects Inc,United Constructions Inc,Global Infrastructure PVT LTD","91229,81905,84670,84633",Best Projects Inc,81905.92891322482,2024-12-27 13:17:22.872395,Northwest
T00431,Energy,1910565,"Elite Solutions PVT LTD,Global Infrastructure Corp,Best Projects Inc,United Solutions PVT LTD,Crown Constructions Ltd,United Projects PVT LTD,Elite Infrastructure Corp,Global Solutions Corp","2358338,1998003,1806416,1326046,1468982,2720267,1323374,1633134",Elite Infrastructure Corp,1323374.1009672827,2025-10-30 13:17:22.872395,Northwest
T00432,Education,2783647,"Prime Engineering PVT LTD,Crown Constructions Ltd,Global Projects PVT LTD,Crown Solutions Corp,Tech Solutions PVT LTD,Crown Engineering Inc,Prime Projects Inc,Elite Infrastructure PVT LTD","2902883,3351375,3102870,3734740,2953076,3178633,2408279,3129986",Prime Projects Inc,2408279.5961019746,2025-09-09 13:17:22.872395,Northeast
T00433,Transport,276004,"Prime Engineering Inc,Best Services Ltd,United Solutions PVT LTD,Crown Solutions Corp,Best Services Inc","255356,281293,277923,279833,274064",Elite Services Inc,255356.42760429767,2024-09-30 13:17:22.872395,South
T00434,PWD,1933415,"Global Solutions PVT LTD,United Projects PVT LTD,Prime Engineering PVT LTD,Global Infrastructure PVT LTD,United Constructions Inc,Global Engineering Inc,Global Services Inc,Elite Infrastructure PVT LTD","2710074,1370531,2786605,2323050,1658835,2236852,1571192,2188056",United Projects PVT LTD,1370531.6733931147,2024-06-07 13:17:22.872395,South
T00435,Health,69421,"Global Constructions LTD,Elite Services Inc,Global Services Inc,Global Projects Ltd,Best Services Ltd,Best Projects Corp,Global Infrastructure Inc,Best Projects Inc","86036,74089,65559,45477,66578,77237,65159,69108",Global Projects Ltd,45477.429884792844,2025-08-03 13:17:22.872395,Northeast
T00436,Education,378487,"Global Constructions LTD,Prime Engineering PVT LTD,Global Services Ltd,Royal Infrastructure LTD","388431,377372,379215,373561",Royal Infrastructure LTD,373561.3275779337,2024-12-27 13:17:22.872395,Northwest
T00437,Health,308600,"Global Infrastructure Inc,Global Services Inc,Elite Infrastructure PVT LTD","320213,372273,309372",Elite Services Inc,309372.4232225061,2024-12-07 13:17:22.872395,North
T00438,PWD,36946000,"United Constructions Inc,Global Services Ltd,United Projects PVT LTD,Best Projects Ltd,Global Infrastructure Corp","33915518,37095131,36710962,37562655,36807955",United Constructions Inc,45039967.87539245,2024-08-10 13:17:22.872395,South
T00439,Housing,969294,"Prime Projects Inc,United Constructions Inc,Prime Solutions Ltd,Best Projects Ltd,Global Engineering Inc","837094,1093585,1028852,1101358,1197739",Prime Projects Inc,1031732.6120353827,2025-03-05 13:17:22.872395,South
T00440,Housing,867866,"Crown Solutions Corp,Prime Engineering PVT LTD,Global Engineering Corp,Royal Solutions Inc","843289,850819,850342,849659",Crown Solutions Corp,843289.7278276086,2024-08-12 13:17:22.872395,Northeast
T00441,Housing,624369,"United Solutions PVT LTD,Global Engineering Inc,Crown Solutions Corp,Best Projects Inc","652937,619961,628491,625782",Global Engineering Inc,619961.7144045262,2024-10-10 13:17:22.872395,Northwest
T00442,Energy,133904,"Best Projects PVT LTD,Prime Projects Inc","142782,136145",Prime Projects Inc,136145.0041789956,2025-03-03 13:17:22.872395,Central
T00443,Housing,283608,"Global Constructions LTD,Royal Infrastructure LTD","385531,248688",Royal Infrastructure LTD,248688.7134830657,2024-11-25 13:17:22.872395,South
T00444,Water Supply,283801,"Elite Infrastructure PVT LTD,United Constructions Inc,Global Infrastructure Inc","295841,282173,281013",Global Infrastructure Inc,281013.86225578375,2025-09-24 13:17:22.872395,Central
T00445,PWD,757249,"Global Solutions Corp,Global Infrastructure Inc,Elite Solutions PVT LTD,Global Constructions LTD,Global Infrastructure PVT LTD,United Projects Corp,Global Engineering Inc,Global Services Inc","763352,767885,771110,759240,757687,744680,758729,753613",United Projects Corp,744680.3745142136,2024-07-06 13:17:22.872395,North
T00446,Education,48056,"Elite Infrastructure Corp,Elite Services Inc","46786,46861",Elite Infrastructure Corp,46786.0744673899,2025-10-25 13:17:22.872395,Northwest
T00447,Water Supply,4768265,"Global Infrastructure Inc,Global Engineering Inc,Global Projects PVT LTD,Best Projects Ltd,Royal Solutions Inc,United Constructions Inc,Best Services Ltd,Crown Solutions LTD","5904852,4856024,4261380,5841055,4048876,3439967,6068877,5991568",United Constructions Inc,3439967.2739044903,2024-09-22 13:17:22.872395,West
